Account Number,Annual Income ($1000),Household Size,Years of Post-High School Education,Hours Per Week Watching Television,Age,Gender (Assigned at Birth),Exceeded Credit Limit in Past 12 Months?,Annual Charges ($),,,,,,,,,,,Deviations from mean
1919503,113.2,2.0,2.0,54.0,37,Female,No,6370.01,,,,,,,,,,,6370.01
4524231,113.2,7.0,3.0,43.0,38,Female,No,19420.61,,,,,,,,,,,19420.61
18612963,113.2,8.0,2.0,19.0,58,Male,No,10023.04,,,,,,,,,,,10023.04
10688112,113.1,5.0,0.0,48.0,47,Male,No,16312.73,,,,,,,,,,,16312.73
27061943,113.1,6.0,4.0,20.0,54,Male,No,11728.36,,,,,,,,,,,11728.36
25327791,113.1,7.0,2.0,11.0,52,Male,No,7902.31,,,,,,,,,,,7902.31
24405475,113.1,3.0,4.0,35.0,42,Female,No,959.40,,,,,,,,,,,959.40
11465863,113.1,2.0,2.0,55.0,25,Female,No,17532.93,,,,,,,,,,,17532.93
18040814,113.1,4.0,5.0,1.0,40,Female,No,2447.66,,,,,,,,,,,2447.66
7650734,113.1,2.0,1.0,53.0,46,Male,No,10944.07,,,,,,,,,,,10944.07
23301122,113.0,5.0,0.0,10.0,30,Male,No,5682.48,,,,,,,,,,,5682.48
2760522,113.0,6.0,4.0,17.0,30,Female,No,14720.85,,,,,,,,,,,14720.85
10106427,113.0,3.0,4.0,18.0,30,Male,No,0.00,,,,,,,,,,,0.00
24986269,113.0,3.0,1.0,51.0,47,Female,No,11097.58,,,,,,,,,,,11097.58
21001445,112.9,6.0,1.0,17.0,59,Male,No,8432.96,,,,,,,,,,,8432.96
21566012,112.9,7.0,2.0,23.0,53,Female,No,21461.54,,,,,,,,,,,21461.54
12916698,112.9,2.0,4.0,41.0,42,Female,No,12495.97,,,,,,,,,,,12495.97
16102400,112.8,2.0,5.0,46.0,33,Male,No,9660.99,,,,,,,,,,,9660.99
27465894,112.8,1.0,5.0,13.0,51,Female,No,13170.50,,,,,,,,,,,13170.50
11396835,112.8,8.0,1.0,54.0,24,Male,No,17312.14,,,,,,,,,,,17312.14
19589378,112.8,6.0,0.0,10.0,60,Male,No,7071.19,,,,,,,,,,,7071.19
13147958,112.7,4.0,2.0,9.0,59,Male,No,7871.23,,,,,,,,,,,7871.23
18657348,112.7,3.0,4.0,13.0,42,Female,No,0.00,,,,,,,,,,,0.00
24815124,112.7,7.0,0.0,32.0,50,Male,No,21063.87,,,,,,,,,,,21063.87
18960844,112.7,4.0,3.0,56.0,41,Female,No,7235.48,,,,,,,,,,,7235.48
19026118,112.7,2.0,4.0,14.0,36,Female,No,2841.75,,,,,,,,,,,2841.75
4826835,112.7,2.0,0.0,20.0,67,Male,No,8150.77,,,,,,,,,,,8150.77
13433405,112.7,4.0,3.0,22.0,37,Male,No,9389.66,,,,,,,,,,,9389.66
756470,112.5,5.0,1.0,1.0,42,Male,No,19314.46,,,,,,,,,,,19314.46
12527670,112.5,3.0,4.0,23.0,32,Male,No,9266.90,,,,,,,,,,,9266.90
23735847,112.5,4.0,5.0,10.0,47,Male,No,16049.29,,,,,,,,,,,16049.29
1423005,112.5,5.0,4.0,21.0,52,Male,Yes,7904.72,,,,,,,,,,,7904.72
15667920,112.5,5.0,2.0,60.0,56,Female,No,9634.75,,,,,,,,,,,9634.75
125435,112.5,7.0,1.0,9.0,45,Male,No,12869.17,,,,,,,,,,,12869.17
9812365,112.4,5.0,3.0,36.0,38,Female,Yes,9695.93,,,,,,,,,,,9695.93
7362127,112.4,7.0,2.0,28.0,50,Male,No,5743.41,,,,,,,,,,,5743.41
2266273,112.4,5.0,4.0,49.0,62,Male,No,19915.78,,,,,,,,,,,19915.78
27220767,112.3,7.0,1.0,25.0,42,Male,No,10286.89,,,,,,,,,,,10286.89
28383626,112.3,6.0,0.0,37.0,36,Female,No,11459.39,,,,,,,,,,,11459.39
11866245,112.2,7.0,3.0,19.0,40,Male,No,9246.90,,,,,,,,,,,9246.90
4341145,112.1,2.0,4.0,57.0,48,Female,No,9045.17,,,,,,,,,,,9045.17
9363433,112.1,8.0,4.0,59.0,52,Female,No,8635.08,,,,,,,,,,,8635.08
20477648,112.0,2.0,2.0,25.0,51,Male,No,10412.03,,,,,,,,,,,10412.03
25870168,112.0,7.0,2.0,43.0,42,Female,No,468.32,,,,,,,,,,,468.32
1346796,112.0,8.0,3.0,3.0,44,Male,No,6250.55,,,,,,,,,,,6250.55
5083352,112.0,1.0,4.0,20.0,48,Female,No,4777.17,,,,,,,,,,,4777.17
27028931,111.9,6.0,2.0,59.0,50,Female,No,22772.14,,,,,,,,,,,22772.14
18470329,111.9,4.0,2.0,3.0,51,Female,No,16780.41,,,,,,,,,,,16780.41
3436429,111.9,5.0,3.0,56.0,47,Male,No,13601.86,,,,,,,,,,,13601.86
25593912,111.9,6.0,1.0,51.0,50,Male,No,9923.97,,,,,,,,,,,9923.97
27306192,111.9,7.0,1.0,29.0,40,Male,Yes,18210.29,,,,,,,,,,,18210.29
2661283,111.8,6.0,4.0,52.0,29,Female,No,12548.55,,,,,,,,,,,12548.55
23489729,111.8,7.0,3.0,53.0,57,Female,Yes,20213.70,,,,,,,,,,,20213.70
21699465,111.8,4.0,2.0,12.0,50,Female,No,10134.63,,,,,,,,,,,10134.63
11237377,111.7,2.0,1.0,5.0,34,Female,No,19416.64,,,,,,,,,,,19416.64
1709122,111.7,6.0,0.0,40.0,51,Female,No,10779.92,,,,,,,,,,,10779.92
220265,111.7,3.0,2.0,52.0,41,Female,Yes,21695.38,,,,,,,,,,,21695.38
23907605,111.6,6.0,2.0,53.0,31,Male,No,5533.06,,,,,,,,,,,5533.06
25517016,111.5,3.0,1.0,8.0,49,Female,No,10744.37,,,,,,,,,,,10744.37
18430470,111.5,4.0,1.0,14.0,45,Male,No,7489.58,,,,,,,,,,,7489.58
5055846,111.4,7.0,5.0,41.0,41,Female,No,19114.42,,,,,,,,,,,19114.42
9100457,111.4,4.0,4.0,38.0,50,Male,No,10186.41,,,,,,,,,,,10186.41
1939545,111.4,5.0,1.0,52.0,63,Male,No,15178.70,,,,,,,,,,,15178.70
7867553,111.4,3.0,1.0,58.0,38,Male,No,12103.74,,,,,,,,,,,12103.74
20470074,111.2,5.0,3.0,14.0,56,Female,No,1274.78,,,,,,,,,,,1274.78
25415002,111.2,7.0,3.0,36.0,55,Male,Yes,22607.92,,,,,,,,,,,22607.92
19309312,111.2,7.0,3.0,56.0,64,Male,Yes,12877.06,,,,,,,,,,,12877.06
11715814,111.2,8.0,4.0,43.0,36,Male,No,4802.64,,,,,,,,,,,4802.64
15144054,111.1,4.0,1.0,29.0,52,Female,No,16926.89,,,,,,,,,,,16926.89
11213570,111.1,7.0,2.0,28.0,36,Female,No,16115.73,,,,,,,,,,,16115.73
18035198,111.1,5.0,4.0,36.0,45,Male,No,13316.42,,,,,,,,,,,13316.42
11010959,111.0,2.0,1.0,18.0,58,Male,No,9158.98,,,,,,,,,,,9158.98
1892242,111.0,8.0,2.0,2.0,49,Female,No,11545.79,,,,,,,,,,,11545.79
6922311,110.9,7.0,2.0,22.0,40,Male,No,7568.74,,,,,,,,,,,7568.74
28939370,110.9,3.0,4.0,25.0,30,Male,No,8876.56,,,,,,,,,,,8876.56
23767087,110.9,5.0,3.0,40.0,57,Female,No,12620.73,,,,,,,,,,,12620.73
15213716,110.9,5.0,5.0,10.0,65,Male,No,15932.13,,,,,,,,,,,15932.13
18699523,110.9,3.0,1.0,40.0,22,Male,No,12658.27,,,,,,,,,,,12658.27
5263212,110.8,4.0,2.0,51.0,36,Male,No,440.12,,,,,,,,,,,440.12
5089191,110.7,2.0,0.0,22.0,50,Male,No,8863.13,,,,,,,,,,,8863.13
12949615,110.6,7.0,4.0,0.0,52,Female,Yes,15899.66,,,,,,,,,,,15899.66
3825717,110.5,6.0,0.0,12.0,37,Male,No,10805.34,,,,,,,,,,,10805.34
9146292,110.5,5.0,3.0,42.0,55,Female,No,14809.26,,,,,,,,,,,14809.26
15339246,110.5,3.0,1.0,51.0,51,Male,No,12375.34,,,,,,,,,,,12375.34
26132104,110.5,7.0,1.0,7.0,44,Female,Yes,20067.05,,,,,,,,,,,20067.05
28264432,110.4,8.0,3.0,34.0,56,Male,No,9940.75,,,,,,,,,,,9940.75
28406633,110.4,6.0,1.0,7.0,33,Female,No,15457.89,,,,,,,,,,,15457.89
26560453,110.4,3.0,3.0,41.0,57,Female,No,8384.74,,,,,,,,,,,8384.74
10476048,110.4,7.0,3.0,38.0,59,Female,No,15201.42,,,,,,,,,,,15201.42
22643733,110.4,6.0,2.0,9.0,27,Male,No,12913.04,,,,,,,,,,,12913.04
133779,110.4,7.0,2.0,45.0,56,Male,No,15426.14,,,,,,,,,,,15426.14
12614495,110.3,8.0,1.0,57.0,65,Male,No,13646.98,,,,,,,,,,,13646.98
20280111,110.2,3.0,1.0,39.0,34,Male,Yes,6733.53,,,,,,,,,,,6733.53
15055118,110.2,3.0,4.0,8.0,43,Female,No,7194.18,,,,,,,,,,,7194.18
13233604,110.2,1.0,2.0,51.0,46,Female,No,12133.97,,,,,,,,,,,12133.97
22356529,110.2,5.0,1.0,25.0,22,Female,No,9052.29,,,,,,,,,,,9052.29
15289821,110.2,3.0,4.0,52.0,31,Male,No,18953.64,,,,,,,,,,,18953.64
19872887,110.1,2.0,2.0,12.0,34,Male,No,10188.00,,,,,,,,,,,10188.00
5322783,110.1,4.0,3.0,41.0,38,Male,Yes,15854.10,,,,,,,,,,,15854.10
13581148,110.1,7.0,4.0,54.0,49,Male,No,10922.91,,,,,,,,,,,10922.91
22589206,110.0,7.0,2.0,42.0,66,Female,No,5612.69,,,,,,,,,,,5612.69
11367433,109.9,7.0,0.0,41.0,34,Female,No,20339.76,,,,,,,,,,,20339.76
3536867,109.9,4.0,4.0,33.0,51,Female,Yes,179.58,,,,,,,,,,,179.58
12175940,109.8,3.0,2.0,37.0,58,Female,No,0.00,,,,,,,,,,,0.00
12276104,109.8,7.0,0.0,51.0,43,Male,No,13279.41,,,,,,,,,,,13279.41
21567246,109.7,7.0,3.0,23.0,50,Female,No,19256.72,,,,,,,,,,,19256.72
18836748,109.7,5.0,4.0,41.0,59,Female,No,3429.77,,,,,,,,,,,3429.77
17179709,109.7,6.0,3.0,47.0,51,Male,No,20395.44,,,,,,,,,,,20395.44
29416131,109.6,4.0,3.0,7.0,48,Female,Yes,9245.90,,,,,,,,,,,9245.90
28037126,109.6,4.0,2.0,14.0,32,Male,No,10346.17,,,,,,,,,,,10346.17
5251786,109.6,8.0,1.0,6.0,49,Male,No,13041.06,,,,,,,,,,,13041.06
7217585,109.5,8.0,2.0,32.0,39,Male,No,17726.03,,,,,,,,,,,17726.03
24273787,109.5,7.0,3.0,6.0,24,Female,No,15829.58,,,,,,,,,,,15829.58
3239367,109.5,4.0,4.0,53.0,40,Male,No,13005.00,,,,,,,,,,,13005.00
22314332,109.5,2.0,2.0,9.0,57,Male,Yes,11276.20,,,,,,,,,,,11276.20
20150325,109.4,4.0,1.0,35.0,34,Male,No,5830.23,,,,,,,,,,,5830.23
25787536,109.4,3.0,4.0,49.0,56,Male,No,4418.75,,,,,,,,,,,4418.75
11009837,109.3,6.0,0.0,33.0,36,Male,No,14691.22,,,,,,,,,,,14691.22
9192465,109.3,4.0,3.0,40.0,54,Male,No,12037.45,,,,,,,,,,,12037.45
25866032,109.3,6.0,0.0,26.0,46,Female,No,15327.33,,,,,,,,,,,15327.33
16108052,109.3,3.0,1.0,14.0,41,Male,No,4693.84,,,,,,,,,,,4693.84
21276610,109.2,5.0,2.0,45.0,53,Female,No,13802.20,,,,,,,,,,,13802.20
19358700,109.2,3.0,4.0,13.0,27,Male,No,4400.09,,,,,,,,,,,4400.09
26258112,109.2,6.0,2.0,49.0,61,Male,No,12450.07,,,,,,,,,,,12450.07
7769493,109.2,6.0,3.0,15.0,39,Male,No,16516.54,,,,,,,,,,,16516.54
13884399,109.2,3.0,1.0,54.0,35,Male,No,9461.23,,,,,,,,,,,9461.23
10227762,109.2,6.0,4.0,25.0,54,Male,No,11618.27,,,,,,,,,,,11618.27
2323771,109.1,3.0,1.0,29.0,45,Male,No,11139.23,,,,,,,,,,,11139.23
2985470,109.0,5.0,5.0,15.0,37,Male,No,17150.24,,,,,,,,,,,17150.24
172495,109.0,7.0,4.0,8.0,56,Male,No,11358.81,,,,,,,,,,,11358.81
4397578,109.0,7.0,3.0,18.0,49,Male,No,11188.19,,,,,,,,,,,11188.19
24334022,108.9,4.0,3.0,35.0,52,Female,No,5322.03,,,,,,,,,,,5322.03
10199669,108.8,6.0,0.0,35.0,56,Female,No,16189.10,,,,,,,,,,,16189.10
27444157,108.8,2.0,0.0,54.0,43,Female,No,11390.04,,,,,,,,,,,11390.04
26203838,108.8,6.0,1.0,30.0,45,Female,No,19488.28,,,,,,,,,,,19488.28
7653122,108.8,8.0,4.0,34.0,48,Male,No,8386.46,,,,,,,,,,,8386.46
16149501,108.8,5.0,5.0,59.0,43,Female,No,11549.95,,,,,,,,,,,11549.95
5750686,108.8,7.0,3.0,2.0,52,Female,No,107.54,,,,,,,,,,,107.54
11193309,108.8,7.0,3.0,13.0,36,Male,No,10809.89,,,,,,,,,,,10809.89
26677894,108.8,7.0,4.0,14.0,63,Male,No,2727.69,,,,,,,,,,,2727.69
4708626,108.8,8.0,1.0,57.0,46,Male,No,25215.04,,,,,,,,,,,25215.04
17315701,108.8,8.0,4.0,26.0,22,Female,No,11364.08,,,,,,,,,,,11364.08
14965825,108.7,4.0,1.0,7.0,39,Male,No,7031.87,,,,,,,,,,,7031.87
6911380,108.7,6.0,4.0,59.0,56,Female,No,12375.09,,,,,,,,,,,12375.09
12967743,108.6,7.0,4.0,14.0,49,Male,No,11369.34,,,,,,,,,,,11369.34
4791310,108.6,4.0,3.0,44.0,58,Female,No,10467.88,,,,,,,,,,,10467.88
4573215,108.6,3.0,2.0,24.0,33,Male,No,10587.36,,,,,,,,,,,10587.36
2491879,108.4,5.0,5.0,24.0,46,Male,No,2013.96,,,,,,,,,,,2013.96
26871047,108.3,5.0,0.0,19.0,51,Female,No,10790.10,,,,,,,,,,,10790.10
28441232,108.3,6.0,1.0,42.0,31,Male,No,16518.49,,,,,,,,,,,16518.49
7237038,108.3,1.0,0.0,32.0,32,Male,No,7708.21,,,,,,,,,,,7708.21
13587406,108.2,6.0,1.0,8.0,27,Male,No,10595.60,,,,,,,,,,,10595.60
21684523,108.2,5.0,2.0,52.0,54,Male,No,0.00,,,,,,,,,,,0.00
27215108,108.2,3.0,2.0,45.0,31,Male,No,17192.60,,,,,,,,,,,17192.60
503820,108.2,7.0,2.0,8.0,59,Female,No,10914.82,,,,,,,,,,,10914.82
12286537,108.1,4.0,3.0,35.0,53,Female,No,11749.74,,,,,,,,,,,11749.74
16598444,108.1,4.0,3.0,2.0,40,Female,No,9807.93,,,,,,,,,,,9807.93
26655341,108.1,1.0,2.0,35.0,38,Other,No,6087.47,,,,,,,,,,,6087.47
14115166,108.1,3.0,0.0,0.0,53,Female,No,13251.82,,,,,,,,,,,13251.82
25163382,108.1,3.0,1.0,31.0,40,Male,No,3728.04,,,,,,,,,,,3728.04
6309187,108.0,5.0,3.0,23.0,39,Male,Yes,10304.32,,,,,,,,,,,10304.32
11791128,108.0,2.0,1.0,22.0,56,Female,No,9866.41,,,,,,,,,,,9866.41
10886623,108.0,4.0,1.0,30.0,35,Female,No,21114.87,,,,,,,,,,,21114.87
10882977,108.0,1.0,3.0,28.0,32,Female,No,18213.52,,,,,,,,,,,18213.52
17443502,107.9,2.0,1.0,48.0,37,Female,No,15242.26,,,,,,,,,,,15242.26
25453313,107.9,2.0,4.0,18.0,48,Female,No,0.00,,,,,,,,,,,0.00
7311181,107.8,3.0,1.0,45.0,38,Male,No,13888.76,,,,,,,,,,,13888.76
25763941,107.8,2.0,3.0,35.0,39,Male,No,10980.61,,,,,,,,,,,10980.61
13078482,107.8,4.0,5.0,4.0,35,Female,No,4053.36,,,,,,,,,,,4053.36
6594112,107.8,3.0,4.0,13.0,53,Male,Yes,6612.60,,,,,,,,,,,6612.60
23357676,107.8,6.0,2.0,22.0,59,Female,Yes,16981.36,,,,,,,,,,,16981.36
10293427,107.8,3.0,3.0,4.0,51,Male,No,1681.07,,,,,,,,,,,1681.07
24932431,107.7,8.0,3.0,33.0,40,Male,No,12595.40,,,,,,,,,,,12595.40
22487075,107.7,8.0,2.0,41.0,43,Male,No,20201.68,,,,,,,,,,,20201.68
16629673,107.7,7.0,3.0,59.0,37,Male,No,9454.32,,,,,,,,,,,9454.32
26796075,107.7,3.0,1.0,35.0,48,Male,No,6638.44,,,,,,,,,,,6638.44
9327970,107.6,4.0,4.0,44.0,40,Male,No,3451.52,,,,,,,,,,,3451.52
23448261,107.6,5.0,0.0,47.0,30,Female,No,11429.76,,,,,,,,,,,11429.76
17186,107.6,4.0,1.0,44.0,62,Female,No,11977.76,,,,,,,,,,,11977.76
11736556,107.5,8.0,5.0,8.0,37,Female,No,21471.86,,,,,,,,,,,21471.86
4922960,107.5,4.0,1.0,23.0,44,Male,No,15970.24,,,,,,,,,,,15970.24
8662225,107.5,4.0,2.0,8.0,50,Female,No,6499.40,,,,,,,,,,,6499.40
15728094,107.4,6.0,0.0,4.0,66,Male,No,8041.39,,,,,,,,,,,8041.39
4490936,107.3,8.0,1.0,7.0,44,Female,No,20863.84,,,,,,,,,,,20863.84
18463582,107.3,2.0,1.0,54.0,27,Female,No,3876.21,,,,,,,,,,,3876.21
17236813,107.3,7.0,4.0,26.0,45,Male,No,14443.44,,,,,,,,,,,14443.44
27338385,107.3,2.0,2.0,5.0,46,Male,Yes,0.00,,,,,,,,,,,0.00
10551660,107.3,3.0,0.0,44.0,35,Female,No,17543.52,,,,,,,,,,,17543.52
21184995,107.3,6.0,1.0,3.0,40,Female,No,22649.39,,,,,,,,,,,22649.39
16307426,107.3,8.0,4.0,11.0,35,Male,No,9185.89,,,,,,,,,,,9185.89
2339312,107.2,3.0,3.0,0.0,22,Male,No,23279.33,,,,,,,,,,,23279.33
7504404,107.2,3.0,5.0,3.0,44,Male,No,10059.00,,,,,,,,,,,10059.00
13548301,107.2,2.0,5.0,38.0,34,Male,No,8214.86,,,,,,,,,,,8214.86
22603154,107.1,7.0,4.0,13.0,67,Female,Yes,15598.63,,,,,,,,,,,15598.63
13393069,107.1,3.0,1.0,58.0,26,Female,No,14837.76,,,,,,,,,,,14837.76
19463895,107.1,1.0,2.0,15.0,47,Male,No,5893.39,,,,,,,,,,,5893.39
9293544,107.1,8.0,0.0,45.0,54,Male,No,27039.28,,,,,,,,,,,27039.28
27121483,107.1,4.0,2.0,12.0,22,Female,Yes,11898.36,,,,,,,,,,,11898.36
11826788,107.1,2.0,4.0,9.0,38,Female,No,7857.02,,,,,,,,,,,7857.02
7826731,107.1,7.0,2.0,12.0,56,Male,No,11666.94,,,,,,,,,,,11666.94
5007593,107.0,3.0,3.0,34.0,34,Female,No,6465.44,,,,,,,,,,,6465.44
6714975,107.0,5.0,4.0,40.0,37,Female,No,4696.65,,,,,,,,,,,4696.65
10751873,107.0,7.0,0.0,9.0,56,Female,No,6729.61,,,,,,,,,,,6729.61
722223,107.0,7.0,4.0,11.0,32,Male,No,14400.33,,,,,,,,,,,14400.33
5369433,107.0,3.0,4.0,3.0,52,Female,No,0.00,,,,,,,,,,,0.00
29530262,106.9,3.0,2.0,53.0,40,Female,No,17762.35,,,,,,,,,,,17762.35
13086851,106.9,5.0,5.0,16.0,56,Male,No,13024.47,,,,,,,,,,,13024.47
22418326,106.9,3.0,1.0,44.0,56,Female,Yes,1146.04,,,,,,,,,,,1146.04
27857863,106.9,5.0,3.0,23.0,43,Female,No,1667.11,,,,,,,,,,,1667.11
7394369,106.8,6.0,3.0,2.0,50,Female,Yes,18346.20,,,,,,,,,,,18346.20
9097867,106.8,2.0,1.0,32.0,42,Male,Yes,16540.05,,,,,,,,,,,16540.05
25162282,106.8,6.0,1.0,18.0,51,Male,Yes,16207.38,,,,,,,,,,,16207.38
18945457,106.8,7.0,2.0,38.0,48,Male,No,15041.45,,,,,,,,,,,15041.45
3388514,106.7,7.0,1.0,27.0,60,Male,No,9759.29,,,,,,,,,,,9759.29
16596095,106.7,3.0,1.0,7.0,50,Male,No,11675.89,,,,,,,,,,,11675.89
15541029,106.6,7.0,5.0,20.0,44,Male,No,12350.13,,,,,,,,,,,12350.13
23789911,106.5,7.0,2.0,27.0,45,Male,No,6922.61,,,,,,,,,,,6922.61
19664810,106.5,2.0,1.0,21.0,29,Female,No,5485.72,,,,,,,,,,,5485.72
16170418,106.5,7.0,1.0,25.0,56,Male,No,18514.78,,,,,,,,,,,18514.78
24882303,106.4,1.0,2.0,18.0,22,Male,No,6518.90,,,,,,,,,,,6518.90
12591011,106.4,7.0,1.0,53.0,51,Female,No,17894.81,,,,,,,,,,,17894.81
16672837,106.4,1.0,1.0,54.0,48,Male,No,16920.31,,,,,,,,,,,16920.31
27011209,106.4,4.0,1.0,45.0,38,Male,No,8204.14,,,,,,,,,,,8204.14
6958354,106.4,3.0,1.0,41.0,49,Male,No,23219.75,,,,,,,,,,,23219.75
15568970,106.3,3.0,5.0,58.0,24,Male,Yes,12798.63,,,,,,,,,,,12798.63
10587885,106.3,7.0,0.0,27.0,38,Female,Yes,7389.73,,,,,,,,,,,7389.73
29044033,106.3,3.0,3.0,52.0,46,Female,No,14255.85,,,,,,,,,,,14255.85
18401384,106.3,3.0,2.0,17.0,50,Female,Yes,14344.62,,,,,,,,,,,14344.62
3595475,106.3,6.0,0.0,55.0,22,Male,No,3735.08,,,,,,,,,,,3735.08
26872199,106.2,2.0,5.0,12.0,60,Male,No,13983.95,,,,,,,,,,,13983.95
3839736,106.1,7.0,0.0,15.0,37,Male,No,10516.63,,,,,,,,,,,10516.63
17357369,106.1,4.0,0.0,60.0,49,Male,No,559.61,,,,,,,,,,,559.61
26192749,106.1,4.0,1.0,0.0,55,Male,No,1500.53,,,,,,,,,,,1500.53
17430519,106.0,3.0,3.0,14.0,41,Female,No,13064.20,,,,,,,,,,,13064.20
19859200,105.9,4.0,1.0,35.0,34,Male,No,22286.84,,,,,,,,,,,22286.84
9939997,105.9,6.0,3.0,48.0,39,Other,No,13865.43,,,,,,,,,,,13865.43
3799176,105.9,1.0,2.0,24.0,45,Female,No,9393.28,,,,,,,,,,,9393.28
8765526,105.9,7.0,2.0,1.0,29,Female,Yes,15047.70,,,,,,,,,,,15047.70
3420642,105.9,2.0,4.0,23.0,49,Male,No,18009.84,,,,,,,,,,,18009.84
23106564,105.9,7.0,1.0,50.0,43,Male,No,21231.04,,,,,,,,,,,21231.04
5288130,105.8,8.0,5.0,1.0,40,Female,No,3839.08,,,,,,,,,,,3839.08
27950661,105.8,5.0,4.0,53.0,45,Male,No,21992.66,,,,,,,,,,,21992.66
29331214,105.8,5.0,4.0,7.0,50,Male,No,22622.75,,,,,,,,,,,22622.75
4985882,105.8,2.0,4.0,53.0,55,Female,No,7503.67,,,,,,,,,,,7503.67
23055913,105.8,2.0,4.0,46.0,52,Female,No,4903.30,,,,,,,,,,,4903.30
20155176,105.8,2.0,2.0,1.0,53,Female,No,3559.34,,,,,,,,,,,3559.34
20989491,105.7,8.0,3.0,32.0,50,Male,No,16727.09,,,,,,,,,,,16727.09
16184983,105.7,6.0,3.0,55.0,68,Female,No,20333.85,,,,,,,,,,,20333.85
27497848,105.7,3.0,2.0,1.0,39,Male,No,13752.22,,,,,,,,,,,13752.22
26513354,105.7,6.0,1.0,27.0,29,Male,No,23087.73,,,,,,,,,,,23087.73
26754995,105.7,6.0,4.0,39.0,52,Male,No,8236.92,,,,,,,,,,,8236.92
17739091,105.6,7.0,3.0,13.0,40,Male,No,8536.38,,,,,,,,,,,8536.38
23630002,105.5,7.0,4.0,52.0,22,Male,No,8088.59,,,,,,,,,,,8088.59
11443743,105.5,5.0,3.0,20.0,38,Male,No,4118.84,,,,,,,,,,,4118.84
18620689,105.5,1.0,3.0,29.0,60,Male,Yes,0.00,,,,,,,,,,,0.00
16502932,105.5,7.0,3.0,11.0,46,Female,No,4775.72,,,,,,,,,,,4775.72
20798015,105.5,6.0,2.0,6.0,60,Female,No,6222.36,,,,,,,,,,,6222.36
20163207,105.5,5.0,1.0,13.0,39,Female,No,15186.96,,,,,,,,,,,15186.96
2991530,105.4,5.0,4.0,24.0,55,Male,No,14439.90,,,,,,,,,,,14439.90
23822051,105.3,5.0,1.0,17.0,42,Female,No,6045.99,,,,,,,,,,,6045.99
25110131,105.3,5.0,1.0,41.0,32,Male,No,7948.33,,,,,,,,,,,7948.33
1227759,105.3,2.0,3.0,48.0,62,Male,No,16265.16,,,,,,,,,,,16265.16
17199517,105.3,5.0,1.0,30.0,20,Male,No,13832.56,,,,,,,,,,,13832.56
17855263,105.2,2.0,1.0,6.0,42,Female,No,13045.63,,,,,,,,,,,13045.63
22620259,105.1,1.0,2.0,33.0,51,Male,No,14688.89,,,,,,,,,,,14688.89
3684763,105.0,4.0,2.0,17.0,34,Female,No,10573.26,,,,,,,,,,,10573.26
13879068,105.0,2.0,1.0,21.0,56,Female,No,1631.59,,,,,,,,,,,1631.59
25147021,104.9,8.0,2.0,3.0,60,Other,No,14101.57,,,,,,,,,,,14101.57
28901665,104.9,4.0,3.0,52.0,45,Other,No,2911.24,,,,,,,,,,,2911.24
348571,104.9,7.0,4.0,32.0,43,Female,No,11767.17,,,,,,,,,,,11767.17
1268246,104.8,8.0,3.0,21.0,28,Male,No,24221.88,,,,,,,,,,,24221.88
22961804,104.8,5.0,1.0,22.0,52,Female,No,17746.18,,,,,,,,,,,17746.18
21437378,104.8,2.0,2.0,10.0,33,Female,No,4074.17,,,,,,,,,,,4074.17
28616552,104.8,3.0,1.0,14.0,47,Female,No,8034.67,,,,,,,,,,,8034.67
10325303,104.8,5.0,0.0,6.0,50,Male,No,13760.81,,,,,,,,,,,13760.81
11200269,104.7,8.0,2.0,14.0,49,Female,No,18937.62,,,,,,,,,,,18937.62
6126958,104.7,5.0,0.0,41.0,50,Male,No,15855.56,,,,,,,,,,,15855.56
5937769,104.7,1.0,3.0,34.0,50,Male,No,11564.77,,,,,,,,,,,11564.77
17766925,104.7,1.0,4.0,23.0,26,Male,No,4603.27,,,,,,,,,,,4603.27
20913915,104.6,6.0,2.0,52.0,56,Female,No,20139.45,,,,,,,,,,,20139.45
23281402,104.6,8.0,1.0,11.0,59,Male,No,24240.83,,,,,,,,,,,24240.83
5869956,104.6,3.0,2.0,16.0,41,Male,No,15237.70,,,,,,,,,,,15237.70
24058001,104.5,3.0,2.0,53.0,43,Male,No,16761.44,,,,,,,,,,,16761.44
14453714,104.5,7.0,1.0,8.0,43,Female,No,14576.95,,,,,,,,,,,14576.95
16154729,104.5,2.0,5.0,47.0,47,Male,Yes,13079.14,,,,,,,,,,,13079.14
11276437,104.5,7.0,1.0,29.0,53,Female,No,11433.31,,,,,,,,,,,11433.31
4343067,104.5,7.0,3.0,16.0,57,Female,No,4637.36,,,,,,,,,,,4637.36
1557471,104.4,5.0,1.0,46.0,57,Male,No,10211.60,,,,,,,,,,,10211.60
16482584,104.4,3.0,4.0,37.0,38,Female,No,10531.14,,,,,,,,,,,10531.14
18963916,104.4,8.0,2.0,49.0,27,Female,No,19419.68,,,,,,,,,,,19419.68
18332357,104.4,4.0,1.0,54.0,56,Male,No,3530.91,,,,,,,,,,,3530.91
25114104,104.3,5.0,1.0,20.0,56,Male,No,6547.89,,,,,,,,,,,6547.89
24670895,104.2,1.0,1.0,31.0,59,Male,No,5574.50,,,,,,,,,,,5574.50
15836685,104.2,3.0,2.0,57.0,34,Male,No,3843.35,,,,,,,,,,,3843.35
17420617,104.2,5.0,2.0,42.0,39,Female,No,8747.24,,,,,,,,,,,8747.24
